Identifier	Character	Dialogue	Filename	Line Number
hilltopConversationRoot_8ef767f9	f	So... The part where I die.	game/hilltopconversation.rpy	602
hilltopConversationRoot_53154d51	f	Will... um... Will it hurt?	game/hilltopconversation.rpy	603
hilltopConversationRoot_5f7996ce	f	What? But I thought you'd done it before. Or right. I guess you don't end up feeling it.	game/hilltopconversation.rpy	606
hilltopConversationRoot_6274a8e3	f	You just get your 'game over' screen, and you're done.	game/hilltopconversation.rpy	607
hilltopConversationRoot_991fb338	f	Doesn't seem quite fair, honestly, but I guess that's life.	game/hilltopconversation.rpy	608
hilltopConversationRoot_d6f6a5e5	f	Or, you know. Whatever.	game/hilltopconversation.rpy	609
hilltopConversationRoot_427df7fc	f	Oh. Right. Yeah, I guess that's true.	game/hilltopconversation.rpy	611
hilltopConversationRoot_6274a8e3_1	f	You just get your 'game over' screen, and you're done.	game/hilltopconversation.rpy	612
hilltopConversationRoot_991fb338_1	f	Doesn't seem quite fair, honestly, but I guess that's life.	game/hilltopconversation.rpy	613
hilltopConversationRoot_d6f6a5e5_1	f	Or, you know. Whatever.	game/hilltopconversation.rpy	614
hilltopConversationRoot_bf84d06b	f	Okay. I'll try.	game/hilltopconversation.rpy	616
hilltopConversationRoot_c741f5d1	f	It's kind of hard, though. It's just there. In the all-too-near future. Looming.	game/hilltopconversation.rpy	617
timeTicksOnward_3b382f13		The night's silence surrounds you.	game/hilltopconversation.rpy	639
timeTicksOnward_1f07206b		Suddenly there is a light, and movement in the sky. A moment later, another. And then the sky is full of them.	game/hilltopconversation.rpy	641
timeTicksOnward_839d3180		Shooting stars, raining from the sky, your own personal celestial fireworks display.	game/hilltopconversation.rpy	643
timeTicksOnward_5f8ef99c	f	Ooooh. This is beautiful! Did you know these would be here? Is this why you picked this spot?	game/hilltopconversation.rpy	644
timeTicksOnward_1169b76f		She gazes up in silent wonder.	game/hilltopconversation.rpy	645
timeTicksOnward_045241c4		One of the shooting stars catches your eye. It's looking especially bright.	game/hilltopconversation.rpy	649
timeTicksOnward_9cc39cfe	f	Oh wow, look at that one!	game/hilltopconversation.rpy	650
timeTicksOnward_9048aeb8		With a monstrous roaring noise, it gets bigger and bigger. There is a flash, and a boom that you feel through your feet as much as your ears.	game/hilltopconversation.rpy	651
timeTicksOnward_0440b886		When you can see again, there is a smoking crater, centered almost exactly where Felicia was sitting.	game/hilltopconversation.rpy	653
timeTicksOnward_ef1a7e2b		Her hat, still on fire, gently drifts to the ground at your feet. It's the only thing that survived the meteor's impact.	game/hilltopconversation.rpy	654
timeTicksOnward_9dc82919		When you can see again, there is a smoking crater, about ten feet across, centered almost exactly where Felicia had been sitting before she moved.	game/hilltopconversation.rpy	658
timeTicksOnward_7382c127	f	Well, that was exciting. You even warned me and everything, and it was {i}still{/i} scary.	game/hilltopconversation.rpy	659
timeTicksOnward_a4fa95ae		The shooting stars continue their silent, fiery cascade across the sky.	game/hilltopconversation.rpy	661
unexpectedAliens_0e83218d	f	Oh, what's that? Look, the stars are changing color!	game/hilltopconversation.rpy	689
unexpectedAliens_d7b3e77f		You look up and realize she's right. Now the shooting stars are changing.	game/hilltopconversation.rpy	690
unexpectedAliens_16a9ab1c		Where before they were just quick white scratches against the sky, now they are slower streaks, of all different colors.	game/hilltopconversation.rpy	691
unexpectedAliens_9f01492c		They seem to be moving more slowly as well. One of the larger ones passes almost directly overhead.	game/hilltopconversation.rpy	692
unexpectedAliens_81d54d4f		It looks a little odd, though. It almost seems like...	game/hilltopconversation.rpy	693
unexpectedAliens_28e939bc	f	Oh, come on. Flying saucers?\n{i}Seriously?{/i}	game/hilltopconversation.rpy	694
unexpectedAliens_c0439e65	f	I don't mean to criticize, but this game of yours is not even pretending to take itself seriously any more.	game/hilltopconversation.rpy	695
unexpectedAliens_eecf04af		At that moment, there is a blinding green light, and a sound not unlike a giant rubber band twanging.	game/hilltopconversation.rpy	696
unexpectedAliens_d1349f85		A shaft of light lances down from one of the saucers overhead and bathes you both in greenish radiance.	game/hilltopconversation.rpy	697
unexpectedAliens_b2fb67ff		You have just enough time to hear Felicia mutter 'Seriously...' before you are both reduced to stardust by the aliens' cosmic rays.	game/hilltopconversation.rpy	698
expectedAliens_8df333cd	f	Look. I think your aliens have arrived. The city is burning.	game/hilltopconversation.rpy	706
expectedAliens_075f8d91		Sure enough, the air is now full of flying saucers, whizzing about. Several buildings are visibly on fire.	game/hilltopconversation.rpy	707
expectedAliens_44255e95	f	I guess you were right about, well... all of this.	game/hilltopconversation.rpy	708
expectedAliens_604e992b	f	It's probably safe to stop hoping that this is all some kind of trick or something.	game/hilltopconversation.rpy	709
expectedAliens_be740bb9	f	Somehow, though, I knew, ever since we came up here, that what you were saying was true.	game/hilltopconversation.rpy	710
expectedAliens_a7819760	f	....	game/hilltopconversation.rpy	711
expectedAliens_bb7d9250	f	I'm glad we waited for it like this. It feels braver, somehow, facing it head-on.	game/hilltopconversation.rpy	712
expectedAliens_a7819760_1	f	....	game/hilltopconversation.rpy	713
expectedAliens_f3f0a1db	f	I guess this is the end.	game/hilltopconversation.rpy	714
expectedAliens_1989f73a	f	Got any last words for me?	game/hilltopconversation.rpy	715
expectedAliens_5d64fa08		She actually smiles at that. It looks almost absurd, set against such a backdrop of destruction.	game/hilltopconversation.rpy	718
expectedAliens_bd6abe56	f	You too. You... You take care, you hear?	game/hilltopconversation.rpy	719
expectedAliens_6fb2a67d	f	I hope you find what you're looking for.	game/hilltopconversation.rpy	720
expectedAliens_3a2bd7da	f	I know.	game/hilltopconversation.rpy	722
expectedAliens_94cc2e80	f	You just have that look somehow. Even if... Even if I won't remember any of this next time around, I'm glad I got to be here.	game/hilltopconversation.rpy	723
expectedAliens_cc6146b2	f	Thanks. For everything, I mean. For going to so much trouble on my account and all.	game/hilltopconversation.rpy	724
expectedAliens_2860f3f6	f	You'll figure it out, I'm sure.	game/hilltopconversation.rpy	725
expectedAliens_3389ef70	f	How should I know? We've already established that I'm probably not a good source of insight into the author's mind.	game/hilltopconversation.rpy	727
expectedAliens_b16622e3	f	That being said, though...	game/hilltopconversation.rpy	728
expectedAliens_f57a53bb	f	Somehow I doubt it.	game/hilltopconversation.rpy	729
expectedAliens_11718981		At that moment, there is a blinding green flash, and a sound not unlike a giant rubber band twanging.	game/hilltopconversation.rpy	730
expectedAliens_d1349f85		A shaft of light lances down from one of the saucers overhead and bathes you both in greenish radiance.	game/hilltopconversation.rpy	731
expectedAliens_cddd0631		You have just enough time to see Felicia flash you one last, infectious grin before you are both reduced to stardust by the aliens' cosmic rays.	game/hilltopconversation.rpy	732
start_5b8e7efc		*Ring* *Ring*	game/script.rpy	55
start_52a2934d		*Ring* *Ring*\n*Ring* *Ring*	game/script.rpy	57
start_9e06539b	f	Hello?	game/script.rpy	58
start_f4380cc0	f	Oh, you're early! You must be calling about tonight?	game/script.rpy	59
start_d1a6fc18	f	I meant to ask where we were meeting!	game/script.rpy	60
start_a84f14d1	f	I know we were planning on having dinner, but we never decided where!	game/script.rpy	61
start_74cb6279	f	Where are we having dinner?	game/script.rpy	64
start_30fadd6d	f	Sounds good! See you at the Burger Shack!	game/script.rpy	67
start_6899425c	f	Ooh, I've never had Thai! That sounds fun!	game/script.rpy	73
start_ba6043d3	f	Hooray for taco-night!	game/script.rpy	79
start_881ec894	f	Oh. That sounds nice!	game/script.rpy	91
start_78d4b3f9		The two of you have a delicious dinner in your magical floating sky castle!	game/script.rpy	92
start_011483e1		Afterward you fly her home, because you can fly, because you are a hacker and super awesome!	game/script.rpy	93
noDinner_9f128107		She seems hurt that you canceled your plans. When you see her the next day, she's friendly enough, but there's a barrier between you now.	game/script.rpy	111
noDinner_ebdbb611		You remain friendly acquaintances, but that's as far as it ever goes. You never do manage to ask her to dinner again.	game/script.rpy	112
noDinner_bf1b6ec0		Eventually, she starts seeing someone else. Years later, they have started a life together, and are extremely happy. You try not to envy them, but sometimes you wonder if things might have gone differently.	game/script.rpy	116
noDinner_b7857395		{size=+10}~The End~{/size}\n\nYou never even got a date.	game/script.rpy	118
noDinner_1615fd82		Eventually, she starts seeing someone else. Years later, they have started a life together, and are extremely happy. Sometimes you wonder if things might have gone differently.	game/script.rpy	120
noDinner_494530e2		Not often, though. Because you have seen a lot of the ways it could have gone instead. And all of them are worse.	game/script.rpy	121
noDinner_0124746d		On the balance, maybe this isn't such a bad place to end the story after all.	game/script.rpy	122
noDinner_3733a45c		{size=+20}~The{/size} (or at least an) {size=+20}End~{/size}	game/script.rpy	123
triedToLeave_6eabff28		You finish your [fooddesc] and head out.	game/script.rpy	129
triedToLeave_cbea8e45		You haven't made it more than a foot from the door, though, when a car crashes into the front of the restaurant.	game/script.rpy	130
triedToLeave_c32ad1b1		Unfortunately, the two of you are directly in it's path.	game/script.rpy	131
triedToLeave_28a7740e		You are flung to the side, but Felicia is not so lucky.	game/script.rpy	132
triedToLeave_5d495596		The ambulance arrives quickly, but she doesn't even make it to the hospital before succumbing to internal bleeding and a punctured lung.	game/script.rpy	134
stayedAtRestaurant_b1724cce		Error, couldn't figure out where you were. currentLocation = [currentLocation]	game/script.rpy	146
standardEnd_5cad338a		{size=+10}~The End~{/size}\n\nYour date has ended in disaster.	game/script.rpy	154
hackerGoodEnding_d1548758		She grabs the mail on the way in and discovers that she has won like six different lotteries and is now independently wealthy.	game/script.rpy	159
hackerGoodEnding_0a218590		She also now owns a small island paradise in the Caribbean, full of endangered wildlife and stuff.	game/script.rpy	160
hackerGoodEnding_4ae12b6e		She is super happy! She moves there the next month, and has a happy, long, and fulfilling life taking care of exotic animals and playing with Bengal tigers.	game/script.rpy	161
hackerGoodEnding_ec6ad0ec		She lives happily ever after, and you do too sometimes, when you visit, which you do by flying, which you can do because you're an awesome hacker.	game/script.rpy	162
hackerGoodEnding_bf3901d6		Everyone involved lives happily ever after and nothing bad happens to them ever, and sometimes you think, 'Man, what a great life I have - good thing I'm a hacker!'	game/script.rpy	163
hackerGoodEnding_dc18b6bb		{size=+10}~The End~{/size}\n\nYou are an awesome hacker!	game/script.rpy	164
dinnerStart_thai_130ba48a	f	I've always wanted to try Thai food! This will be fun!	game/thai.rpy	7
dinnerStart_thai_a17fefdf	"Server"	Are you ready to order?	game/thai.rpy	8
dinnerStart_thai_99666556	f	I think so! This picture for Pad Thai looks amazing. I think I'll have that. What are you having?	game/thai.rpy	10
dinnerStart_thai_e8d1749a	f	Excellent choice! May I compliment you on your class and taste!	game/thai.rpy	13
dinnerStart_thai_a95dccf1	f	That sounds pretty good too! But no, I'm sticking with my first choice!	game/thai.rpy	15
dinnerStart_thai_34e79071	f	Oooh. I do like seafood. But no. Pad Thai it is. It looks so delicious in the picture!	game/thai.rpy	17
dinnerTalk_thai_312bc5b9		Eventually, dinner arrives, and Felicia dives into her meal with surprising gusto.	game/thai.rpy	29
dinnerTalk_thai_35e80afa	f	Oh, this is delicious! We should have done this a long time ago!	game/thai.rpy	30
dinnerTalk_thai_46efb199	f	I'm so glad we were able to meet tonight. Do you know why I wanted to do this?	game/thai.rpy	32
dinnerTalk_thai_288a4841	f	Oh, good. That makes things easier.	game/thai.rpy	35
dinnerTalk_thai_b86ff85d	f	Well...	game/thai.rpy	37
dinnerTalk_thai_bd5e4acd		She actually looks flustered for a moment.	game/thai.rpy	40
dinnerTalk_thai_a00fb6dd	f	I've been really wanting to ask you... well...	game/thai.rpy	41
dinnerTalk_thai_359be6bf	f	Sorry, this is hard to say.	game/thai.rpy	42
dinnerTalk_thai_38ef3fde		Felicia pauses for a moment, and takes a deep breath.	game/thai.rpy	43
dinnerTalk_thai_2220da4f	f	...Really hard to say. I'm not feeling...	game/thai.rpy	44
dinnerTalk_thai_0a8dac01	f	Were there peanuts in that dish or something? I don't...	game/thai.rpy	45
dinnerTalk_thai_87d4ae91		She topples face-first into her food.	game/thai.rpy	49
dinnerTalk_thai_38957c46		The rest of the evening is a blur of ambulances and yelling, but somehow you feel like you already know what is coming.	game/thai.rpy	50
dinnerTalk_thai_00c21576		You're not really surprised when the ashen-faced medical technician comes to tell you what you already basically know: Felicia had a severe peanut allergy, and it killed her.	game/thai.rpy	51
howDidYouKnow_peanuts_c7732941	f	Wait, for real? Oh... Wow. I'm glad you told me!	game/thai.rpy	60
howDidYouKnow_peanuts_e892bc67	f	I'm actually like super-allergic to peanuts. That could have been really bad!	game/thai.rpy	61
howDidYouKnow_peanuts_c9ca2b59	f	Actually it was kind of silly how they found out.	game/thai.rpy	62
howDidYouKnow_peanuts_20af9b46	f	When I was little, I saw elephants on TV and decided that I wanted to be an elephant when I grew up.	game/thai.rpy	63
howDidYouKnow_peanuts_5bffe0a9	f	So I ate some peanuts that my Dad had left out.	game/thai.rpy	64
howDidYouKnow_peanuts_c85e4dab	f	And my face swelled up and got all puffy, and I was convinced that this was me, turning into an elephant, just like I'd planned!	game/thai.rpy	65
howDidYouKnow_peanuts_a5dd4e65	f	So I stumbled into the living room with my face like twice its normal size, and slurred out, 'Look mama, look dada, I'm gonna be an elephant!'	game/thai.rpy	66
howDidYouKnow_peanuts_b6ad8666	f	After I got back from the emergency room, we laughed about that for years.	game/thai.rpy	67
howDidYouKnow_peanuts_6976d461		She looks almost wistful.	game/thai.rpy	68
waitedTooLong_thai_331cd3a3		Suddenly, the restaurant is full of yelling, and there are shiny pieces of metal flying everywhere.	game/thai.rpy	75
waitedTooLong_thai_98aafe39		Your last thought is something like, 'Why {i}are{/i} there ninjas in a Thai restaurant? Ninjas are Japanese...' before you are hit on the head with a nunchuck, and everything goes dark.	game/thai.rpy	76
waitedTooLong_thai_88b8a3d7		You never do find out what the attack was all about. Some kind of underworld power struggle? Oddly-themed gang warfare? Sinister Naruto cosplayers?	game/thai.rpy	78
waitedTooLong_thai_be93827e		In the end it doesn't really matter. Twelve people died in the attack.	game/thai.rpy	79
waitedTooLong_thai_df16e206		Felicia was one of them.	game/thai.rpy	80
waitedTooLong_thai_1dec344b		And you never even found out what it was about.	game/thai.rpy	81
dinnerStart_burgers_01c70d1a	f	Oh wow, everything smells so good!	game/burgers.rpy	6
dinnerStart_burgers_67827ec8	f	I had my doubts when you mentioned this place. It's out of the way, and in kind of a sketchy neighborhood, but this looks great!!	game/burgers.rpy	7
dinnerStart_burgers_7a7ba0b4	f	I think I'll have.... the bacon-burger. With extra ketchup.	game/burgers.rpy	8
dinnerStart_burgers_9245a0b2	f	What are you having?	game/burgers.rpy	10
dinnerTalk_burgers_24b00025		Your meal is served, and you both dig in. After a few bites, she stops eating and looks wistful.	game/burgers.rpy	28
dinnerTalk_burgers_0c906932	f	My Dad would have loved this place. He would have been right at home. He really loved burgers, and this place has great ambiance.	game/burgers.rpy	29
dinnerTalk_burgers_150070c7		She rewards your question with a brittle smile.	game/burgers.rpy	34
dinnerTalk_burgers_ca60e015	f	He left Mom and me when I was six.	game/burgers.rpy	35
dinnerTalk_burgers_fb7c12f0		She looks directly at you for the first time since the meal was served.	game/burgers.rpy	36
dinnerTalk_burgers_e3f59653	f	I'm sorry. I didn't mean to dump that on you out of the blue. I'm just not used to thinking about him.	game/burgers.rpy	37
dinnerTalk_burgers_ea33c348	f	I honestly don't think it's ever come up since we moved here. Mom still tries to call him sometime, but I...	game/burgers.rpy	38
dinnerTalk_burgers_aa9b23ff	f	It's easier if I just don't think about him.	game/burgers.rpy	39
dinnerTalk_burgers_d642da71		She gives you a much warmer smile this time.	game/burgers.rpy	40
dinnerTalk_burgers_70110112	f	But enough about my personal soap-opera life. I refuse to be upset in the face of such delicious hamburgers.	game/burgers.rpy	41
dinnerTalk_burgers_9bfe8070		After a minute or two of poking at her food, she brightens up.	game/burgers.rpy	45
dinnerTalk_burgers2_1cf01117		She takes another big bite out of her burger.	game/burgers.rpy	52
dinnerTalk_burgers2_c7a090e4	f	So I've been thinking lately. About school. And what comes after.	game/burgers.rpy	53
dinnerTalk_burgers2_7278cf33		You can hear some kind of commotion coming from outside. Felicia cranes her neck to try to see.	game/burgers.rpy	54
dinnerTalk_burgers2_38b993e1	f	What's going on? Is something happening out there?	game/burgers.rpy	57
deathByGunfire_6fbd6840		Suddenly, there is a loud noise from outside - a succession of loud bangs, like a string of firecrackers going off.	game/burgers.rpy	71
deathByGunfire_89c30987	f	I...	game/burgers.rpy	72
deathByGunfire_82c1dd14		It takes you a moment for the red stain spreading across her shirt to register.	game/burgers.rpy	73
deathByGunfire_40ab2605		Felicia looks down in uncomprehending shock.	game/burgers.rpy	74
deathByGunfire_7d722a74	f	I think I've... I've been shot?	game/burgers.rpy	75
deathByGunfire_a541098c		Then, ever so slowly, she crumples into the booth.	game/burgers.rpy	78
deathByGunfire_737d8c81		You're vaguely aware of more sounds of gunfire from outside, but all you can hear is Felicia's labored breathing, each ragged breath sounding louder than anything else in the world.	game/burgers.rpy	79
deathByGunfire_bbe67957		It might have been minutes or centuries later when the ambulance arrives. A kind man with sad eyes loads her onto the gurney, and rushes her off.	game/burgers.rpy	80
deathByGunfire_4cf47530		He tells you not to worry and that everything will be all right, but you both know he is lying. You heard the ragged breathing stop, and you saw the light fade from her eyes.	game/burgers.rpy	81
deathByGunfire_c1876a0c		You never do find out what caused the gunfight in the street. Some gang scuffle, or a drug deal gone wrong, or something.	game/burgers.rpy	82
deathByGunfire_f9398777		All you saw was the terrible aftermath.	game/burgers.rpy	83
howDidYouKnow_gunfire_ffacdf91		She stares at you blankly for a moment, not sure if you're joking or not, and then awkwardly hunches over.	game/burgers.rpy	89
howDidYouKnow_gunfire_46fcd247		There is a loud sound from outside, and an explosion of plaster showers down from the wall she was sitting in front of, moments ago.	game/burgers.rpy	90
howDidYouKnow_gunfire_aed8b8b9	f	I... Oh my god. Was that gunfire?	game/burgers.rpy	91
waitedTooLong_burgers_d7a0e016		Suddenly, everything goes white, and you're flying through the air.	game/burgers.rpy	100
waitedTooLong_burgers_7dd382ed		Then everything goes black.	game/burgers.rpy	101
waitedTooLong_burgers_1a0b1771		You find out later, from the hospital, that there was a gas explosion.	game/burgers.rpy	102
waitedTooLong_burgers_aaf1c22f		Striking with the luck of the mindless, one of the bullets managed to hit the fuel line for the gas ovens.	game/burgers.rpy	103
waitedTooLong_burgers_94158de0		You're shaken and bruised, but ultimately okay.	game/burgers.rpy	104
waitedTooLong_burgers_75641122		Sadly, the same could not be said for Felicia. The best that the doctors will tell you is that at least it was quick.	game/burgers.rpy	105
waitedTooLong_burgers_1c548560		But, sadly, she did not survive.	game/burgers.rpy	106
hilltop_start_304936e8		You head directly out to Moore's Hill, only to find Felicia has gotten there ahead of you.	game/hilltop.rpy	6
hilltop_start_9421cb9f		Given that she lives further away, you assume this means she was in a hurry.	game/hilltop.rpy	7
hilltop_start_4f82b511		The hill is peaceful, and the stars are just starting to come out. You can see the whole town spread out in front of you.	game/hilltop.rpy	8
hilltop_start_ea02291c		Felicia doesn't say anything until you approach, and doesn't even seem to be looking at you.	game/hilltop.rpy	10
hilltop_start_fa8419a3		Only after you sit down next to her does she finally acknowledge your presence.	game/hilltop.rpy	11
hilltop_start_5f284a04	f	All right. I'm here. And you have some explaining to do.	game/hilltop.rpy	13
hilltop_firstMenu_534fd462	f	[prompt]	game/hilltop.rpy	20
hilltop_firstMenu_cb8fd12c	f	Very funny. Okay now, seriously.	game/hilltop.rpy	23
hilltop_firstMenu_2eb838d2	f	Really? Honestly?	game/hilltop.rpy	36
hilltop_firstMenu_3ec57d49	f	...	game/hilltop.rpy	39
hilltop_firstMenu_52ebf857	f	.....	game/hilltop.rpy	40
hilltop_firstMenu_dabf44c8	f	No.	game/hilltop.rpy	41
hilltop_firstMenu_7615b33b	f	No, I don't know why, but I don't think you're being honest with me.	game/hilltop.rpy	42
hilltop_firstMenu_d5281173	f	And... I'm sorry. But my secret dreams and feelings are not something I'm willing to be lied to about.	game/hilltop.rpy	43
hilltop_firstMenu_7db86dfb	f	Good night.	game/hilltop.rpy	44
hilltop_firstMenu_06398373		She sighs.	game/hilltop.rpy	46
hilltop_firstMenu_e00e5ba0	f	This is dumb.	game/hilltop.rpy	47
hilltop_firstMenu_4f156f4b	f	I don't know why I even came out.	game/hilltop.rpy	48
hilltop_firstMenu_c67b7ab6	f	I thought... It doesn't matter.	game/hilltop.rpy	49
hilltop_firstMenu_78bdff91	f	Sorry to drag you all the way out here for nothing.	game/hilltop.rpy	50
hilltop_firstMenu_abfcf447	f	Wait, what? What are you talking about now?	game/hilltop.rpy	52
hilltop_firstMenu_a5364bd5	f	Which statue, this one?	game/hilltop.rpy	53
hilltop_firstMenu_8987280c		She walks over to her bike, parked next to the statue on the top of the hill.	game/hilltop.rpy	54
hilltop_firstMenu_b0aea484		Somehow you're not even surprised when the statue starts to lean, and then topples over, directly onto her.	game/hilltop.rpy	56
hilltop_game_6033480c	f	...Go on.	game/hilltop.rpy	65
hilltop_game_05c1ac04	f	How does that explain you knowing things I've never told anyone?	game/hilltop.rpy	66
hilltop_game_80e4c30e	f	You're saying you played before, and I told you in a different... playthrough?	game/hilltop.rpy	69
hilltop_game_1d5c54f9	f	So it was me that told you, and I just don't remember it, because it didn't happen in this session or something?	game/hilltop.rpy	71
hilltop_game_177d5862	f	I guess that makes sense, in a Twilight-Zone sort of way.	game/hilltop.rpy	73
hilltop_game_9dd0aa3c	f	So what's all this about? This game, I mean. What are you trying to do in it?	game/hilltop.rpy	75
hilltop_game_c71a4054	f	Oh. So us going out to dinner, as planned, must have been a bad ending, then?	game/hilltop.rpy	78
hilltop_game_59d5ef8d	f	Oh. What have you seen so far?	game/hilltop.rpy	82
hilltop_game_561cecce	f	Oh.	game/hilltop.rpy	85
hilltop_game_a3f27fd4	f	That's pretty dark.	game/hilltop.rpy	86
hilltop_game_ae28584c	f	So does that mean I wouldn't have survived if we'd gone out to dinner like we planned?	game/hilltop.rpy	87
hilltop_game_534fd462	f	[prompt]	game/hilltop.rpy	92
hilltop_game_60c9c5b4	f	Oh. That's pretty vague.	game/hilltop.rpy	95
hilltop_game_700eb857	f	Yeah, I guess I am allergic.	game/hilltop.rpy	98
hilltop_game_95cd42c0	f	Wait, what? Why were we having dinner somewhere where shootouts happen? I was just planning on the Taco Palace or something.	game/hilltop.rpy	101
hilltop_game_8d264f0c	f	Oh. That's kind of random.	game/hilltop.rpy	104
hilltop_game_9e693b7d	f	Uhg.	game/hilltop.rpy	107
hilltop_game_561cecce_1	f	Oh.	game/hilltop.rpy	110
hilltop_game_9e2c0bab	f	Wait, seriously? This game is kind of campy, isn't it?	game/hilltop.rpy	114
hilltop_game_b03b363a	f	For real? That's kind of hard to take seriously.	game/hilltop.rpy	116
hilltop_game_d7c34bb5	f	Wait a minute. From the way you said that...	game/hilltop.rpy	119
hilltop_game_c9a0dd88	f	Exactly how many times have you had to watch me die?	game/hilltop.rpy	122
hilltop_game_c9d164ca	f	Really?	game/hilltop.rpy	125
hilltop_game_cf1de25a	f	Heh. I get the feeling you're trying to spare my feelings.	game/hilltop.rpy	126
hilltop_game_033012b0	f	Don't worry, I'm not going to freak out on you. But thanks for the thought!	game/hilltop.rpy	127
hilltop_game_2d81ade4	f	I see.	game/hilltop.rpy	129
hilltop_game_14e17b65	f	That doesn't sound good.	game/hilltop.rpy	130
hilltop_game_561cecce_2	f	Oh.	game/hilltop.rpy	132
hilltop_game_4784a4ec	f	That bad, huh?	game/hilltop.rpy	133
hilltop_game_3ec57d49	f	...	game/hilltop.rpy	136
hilltop_game_83c27375	f	Geez.	game/hilltop.rpy	137
hilltop_game_03a6ab50	f	I had no idea... And you counted each one?	game/hilltop.rpy	138
hilltop_game_00c06b10	f	I... I had no idea.	game/hilltop.rpy	141
hilltop_game_561cecce_3	f	Oh.	game/hilltop.rpy	143
hilltop_game_443c3c57	f	I can't decide if that makes the whole thing more macabre or less.	game/hilltop.rpy	144
hilltop_game_35107d6e	f	So. Let me get this straight. You're playing a game. A game in which I seem destined to die if we go out to dinner.	game/hilltop.rpy	146
hilltop_game_1418021a	f	So this time, you convinced me to come here instead of going to dinner, because if we go to dinner, I'm basically doomed?	game/hilltop.rpy	147
hilltop_game_05faad94	f	So... What does that mean now? Since we didn't go to dinner, am I in the clear?	game/hilltop.rpy	150
hilltop_game_62bd1a01	f	Fair enough!	game/hilltop.rpy	153
hilltop_game_88140d85	f	Guess we'll see where this one lands us!	game/hilltop.rpy	154
hilltop_game_c97f33d5	f	Well, you're apparently the expert in me dying, so that's probably a good sign...	game/hilltop.rpy	156
hilltop_game_4b6a32cb	f	Oof. Brutal honesty.	game/hilltop.rpy	159
hilltop_game_99f8ec09	f	It's okay, though. I can take it. But you'll understand if I hold out hope until the end, right?	game/hilltop.rpy	160
hilltop_game_2da9ff6d	f	Oh. So why did you bother bringing me here, then?	game/hilltop.rpy	163
hilltop_game_5431a3e3	f	Hmm. I guess incremental improvement is better than none at all.	game/hilltop.rpy	166
hilltop_game_bdd653ff	f	Well, I certainly have a vested interest.	game/hilltop.rpy	168
hilltop_game_671db799	f	I'll obviously do whatever I can.	game/hilltop.rpy	169
hilltop_game_a51ebbe0	f	Well, that much is certainly true.	game/hilltop.rpy	172
hilltop_game_1c2d43a7	f	So now what?	game/hilltop.rpy	175
hilltop_game_097fba02	f	I guess we just talk and see what happens?	game/hilltop.rpy	176
hilltop_game_8c6e918f	f	This is all... Too big to take in at once, almost.	game/hilltop.rpy	177
hilltop_game_3df509d0	f	I'm kind of out of my depth here.	game/hilltop.rpy	178
hilltop_game_23f73240		She laughs suddenly.	game/hilltop.rpy	179
hilltop_game_cbdc482e	f	I was going to say that I've never been in this situation before, so I'm not really sure how to react.	game/hilltop.rpy	180
hilltop_game_8853a883	f	But if what you're saying is true, I've been in this situation a lot of times so far.	game/hilltop.rpy	181
hilltop_game_c4651f84	f	I still don't know how to react, though. I'm kind of in shock, and going on autopilot.	game/hilltop.rpy	182
hilltop_game_583bb318	f	I really want to not believe you about any of this, but, somehow, I know you're telling me the truth.	game/hilltop.rpy	183
hilltop_game_8aa1d9b5	f	Well, here we are. We've successfully cheated my death, even if it's only for a little bit.	game/hilltop.rpy	185
hilltop_game_e51e5060	f	What should we talk about?	game/hilltop.rpy	186
howdidyouknow_534fd462	f	[prompt]	game/howdidyouknow.rpy	6
howdidyouknow_lucky_efdd315c	f	Wow. That's some luck, then. Maybe you should buy a lottery ticket or something.	game/howdidyouknow.rpy	33
howdidyouknow_lucky_11d48871	f	Maybe I should have you buy {i}me{/i} a lottery ticket or something.	game/howdidyouknow.rpy	34
howdidyouknow_lucky_c47062d6	f	Anyway, where were we?	game/howdidyouknow.rpy	36
howdidyouknow_lucky_b236c545		The rest of the dinner is uneventful.	game/howdidyouknow.rpy	39
howdidyouknow_lucky_81a05404		She seems a bit spooked by her near-death experience, and you finish out the meal talking about meaningless trivialities.	game/howdidyouknow.rpy	40
howdidyouknow_lucky_604b557d	f	You're the one with the eerie hunches! Let's head out!	game/howdidyouknow.rpy	43
howdidyouknow_wizard_a7c0ae0b	f	Are you... serious?	game/howdidyouknow.rpy	56
howdidyouknow_wizardproof_36b4704f	f	This is all kind of weird. How do I know you're really a wizard, and not just messing with me? That that wasn't some trick somehow?	game/howdidyouknow.rpy	71
howdidyouknow_wizardproof_8542a354	f	I'm glad that I didn't die and all, but... How do I know you're really a wizard? Do something magical.	game/howdidyouknow.rpy	73
howdidyouknow_wizardfrog_eddcebab	f	Oh, wow. Yeah. Do that. Or wait. You're not going to do this to me, right? I hate frogs.	game/howdidyouknow.rpy	89
howdidyouknow_wizardfrog_36b26b50	f	Although that would be pretty convincing, I guess!	game/howdidyouknow.rpy	90
howdidyouknow_wizardfrog_04ceb22c	f	Okay, go for it!	game/howdidyouknow.rpy	91
howdidyouknow_wizardfrog_2bbe4a48		She seems genuinely disappointed.	game/howdidyouknow.rpy	95
